3804000	F
45966271	M
37413969	M
2748847	M
10292326	M
47845272	M
45726087	M
40847484	F
46939787	M
35402120	F
9134197	M
33926322	M
11972186	M
42905668	M
3893416	M
10750884	M
20547888	F
6732767	F
16180860	F
8553032	M
11682363	M
31768977	M
13702138	M
10315703	F
17553635	M
11101320	M
40394313	M
29555342	F
36669017	M
5897962	M
22627929	M
22107464	M
25394285	F
8320587	M
14654370	M
27437152	M
37575573	M
8537662	M
2450089	M
9197935	M
5893765	M
39409682	M
7174739	M
10114814	M
37387525	F
10497962	M
32546894	F
26592153	M
8132492	M
30195381	M
27854184	F
9662719	F
10961492	M
2495973	F
17652206	M
7450279	M
21982574	F
17635523	M
12856135	M
6248420	M
11743437	M
14610627	M
7629019	M
8579664	M
4270247	F
3535444	M
31600420	M
18399015	M
15476180	M
14543710	M
30948245	F
8650137	M
6193318	M
31345618	M
16959300	F
14030026	M
4900416	M
14300603	F
13920829	F
21950319	M
6711519	F
6266231	M
5630569	F
43104009	M
10420565	M
7777768	F
31427440	M
4168551	M
15671108	M
41171453	F
45259975	M
29360996	M
20214225	F
41732198	F
6161351	F
36972583	M
3112052	M
32182061	F
21571669	F
11054105	F
7867337	F
30718002	F
32753527	M
33867250	F
9663960	M
8224930	F
8870958	F
12089911	M
25441124	M
16039417	M
24176238	F
10769817	M
6206589	F
22066144	M
30038980	M
4875962	F
6006664	F
41872803	M
7878900	F
10678975	M
25998627	M
40047544	M
13251318	M
4252363	M
3004249	F
40583957	M
9254732	F
15682014	M
40019810	M
8557169	M
40606116	M
6307382	M
7845509	F
6413251	M
11097791	M
10324338	F
36718257	M
3094961	F
13702611	M
28148185	F
22242759	F
3280863	M
30214089	M
38294401	M
19901591	M
9324637	M
22856564	M
17954266	F
21405571	M
35265173	M
21984293	F
47563285	M
21654197	F
4895495	M
4684400	M
13691780	M
16005078	M
11068360	M
21947898	M
39165887	F
6820371	M
5362420	M
22369273	F
30460339	M
7555312	M
35168775	F
18198125	F
5384046	M
45763286	M
10149490	M
3704561	F
13725939	F
18785058	M
2359926	M
18049332	M
2640549	M
11155090	M
17110408	M
19280978	M
49096892	M
9747744	M
27890561	M
42131327	M
24251604	M
1044761	M
4313683	M
8951814	M
10669514	M
8975564	M
14053705	M
42951469	M
37668249	F
3328723	M
13380679	M
10316220	M
28165290	F
13806549	M
30880269	M
18629899	F
36836987	M
33218609	F
6187648	F
2549627	M
37497499	M
9111317	F
46624272	M
16487069	M
1007547	M
10045984	F
2979372	M
5451381	M
49262066	F
42882250	M
18334988	F
8209432	M
6184296	F
48874015	M
39153615	M
15435731	M
49190567	M
13318590	M
42221710	M
10128229	F
14004728	F
19202147	M
30195884	F
6286659	M
38855301	F
24187336	M
4631134	M
46804345	F
38867277	M
5246574	M
6448013	M
40789487	M
32006229	M
39298216	F
8158359	F
10368494	M
47177970	M
14638818	M
9425023	M
4030069	M
45814752	M
7546919	M
40342239	M
5170204	M
13838142	F
9381609	F
21234999	M
49075537	M
18614404	M
35148915	M
22436072	M
28660375	M
16428268	M
26082984	F
6804052	M
43082165	M
33730692	M
32951052	M
25566798	F
11667299	M
48466941	M
5040055	M
32051547	M
29519312	M
45801901	M
11097006	F
7974302	F
6094959	F
17078793	M
9114933	F
33404554	F
41000772	M
42577942	F
42505886	M
8192334	F
26000287	M
25421825	F
8560439	F
3354083	M
34713942	M
1040586	F
38687086	M
2867694	M
41758763	F
6544066	M
39857474	M
33628976	F
23737320	M
9091145	F
37416175	M
9063427	M
13797218	M
6585709	M
45282909	M
29828723	M
36124501	F
4968059	M
13472948	M
27183268	M
12423328	M
3894721	M
47716921	F
5615688	M
30608649	M
13588603	M
6203960	M
41032599	M
36552110	F
33477811	M
2541683	M
9442067	M
13065606	M
24698525	M
8672161	M
7541531	M
24118118	M
22430515	F
11107448	M
28659427	M
2466537	M
39597402	F
3480436	M
30738157	M
45503796	M
4942864	F
2360517	M
37192212	M
18927544	M
48324331	M
47618912	M
10309754	F
37502048	M
6661114	F
39360119	M
3350502	M
39497248	M
4438599	M
25958824	F
18700568	F
30994908	M
3350439	M
46243369	F
18598232	F
41761050	M
2622226	M
38836400	M
15306832	F
3003181	F
16534913	M
27837739	M
10126588	M
36615604	M
38691563	F
42332702	M
2010358	M
27236873	M
49083666	M
32911913	M
39772394	M
11920850	M
15004034	M
5384175	M
37304196	M
11847816	M
14446772	M
37707953	F
6482138	M
39968430	F
11086979	M
8472826	M
19815534	M
36481245	F
6169418	M
24932837	M
12292292	M
28364906	M
3155705	M
9993516	M
49102686	M
41207921	M
28363558	M
40005065	F
5497206	M
31253485	F
17425795	M
13209592	F
16967195	F
4685594	M
35050606	M
45501298	M
5787067	M
42770128	M
7995256	M
39741400	M
7835995	F
14908877	M
10809544	M
12497453	M
3219979	M
12100748	F
22617115	M
32987739	M
22253595	M
17196903	M
10480939	M
49908222	M
6396503	F
10311200	M
33616744	M
6194641	M
19284395	M
25444371	M
39128158	M
14675267	M
21487089	M
21753039	F
5380690	M
35275899	M
40627075	M
6792449	M
45379417	M
9331127	M
25567959	M
10006884	M
30632333	M
49114867	M
13274002	M
42359258	M
42707007	M
5337403	F
8797863	M
2603223	M
2291965	M
17117764	M
9604071	M
28232684	M
13412946	M
39787352	M
34404751	M
14469880	M
7237013	M
5786492	M
32151197	M
16754219	M
31516429	F
3594675	M
48472660	F
11194053	M
7361899	M
20789795	M
14705998	M
39930319	M
19432374	F
28904385	M
7626601	M
11791386	M
26002137	M
19792728	F
48482749	F
11610640	M
14305336	M
5337446	M
14217612	M
3182473	F
28387538	M
33982568	F
32584653	F
4146416	M
11380173	F
6484513	M
34858648	M
25664140	M
20017538	M
7359186	M
15406362	M
7592162	F
35226943	F
3123575	M
25632921	F
24961403	M
49627797	M
21035336	F
2875024	M
20364554	F
40271332	F
9278351	M
7072247	F
33150538	F
41711810	M
37817717	M
20897904	M
48365801	F
32938243	M
36171581	M
28978728	F
26084055	M
16360325	M
8038986	M
31066681	M
7442213	M
3416194	M
48957991	M
36784743	F
5645526	F
37034647	F
3596578	M
2455273	M
22244688	F
32641470	F
47034165	F
7401666	F
25809746	M
10255738	M
31475041	M
36500231	M
4701048	M
2468639	M
31242716	F
28312608	F
15950536	M
14996097	M
7897466	F
8248030	F
13469053	F
39513236	M
12739434	M
39706252	M
9972369	M
34126535	F
39378251	M
11770786	M
2446736	M
40600017	M
48342115	M
8957749	M
2301403	M
10510515	F
3404225	M
10714017	F
39839313	F
32327439	M
21080173	F
46787756	F
5664558	M
41388529	M
32006640	M
15878845	M
12877737	M
12863459	M
17349473	M
40290773	F
14137756	M
28362189	M
6405672	M
3912960	F
37091222	F
32590657	F
42662657	M
3654879	F
7366328	M
14150928	M
6567582	F
27882216	M
19585956	M
6597036	M
2613712	M
14619379	M
14924854	M
22562177	M
1040923	M
4597644	M
38930505	M
2611306	M
5118507	M
16311176	F
10190104	M
40605443	M
14405134	M
21264045	M
34117646	M
18102529	M
5157010	F
22425666	M
6300497	F
43047732	F
11080244	F
33249153	M
29106748	M
5129603	M
9615738	M
7139768	F
8306009	F
11615998	F
42453081	M
29143149	M
3964344	M
10649913	M
5430080	M
2073565	M
4250249	F
4576866	M
9567491	M
7804779	M
6335933	M
10717865	F
12094664	M
15982478	F
21132397	M
4172558	M
8820498	M
2878208	M
35014756	M
7754452	M
29870887	M
32452675	M
6881052	M
47310598	F
17869758	M
9206627	F
10900580	F
8087188	M
2390101	M
40383189	M
18743474	F
7743144	F
15120276	F
20660658	M
14695449	F
16704478	M
15514592	M
5137381	M
47383873	M
10498712	F
32734773	M
9069325	F
35926267	M
25139142	M
20329815	M
45551812	M
47504172	M
40271096	M
24344963	M
28126731	M
45570451	M
1073613	M
5470551	M
37421477	M
10382488	M
8239265	M
36777831	F
9897498	M
10757402	M
9267150	M
17277629	M
13312841	M
5199929	M
18536858	M
4563679	M
7073309	M
2739111	F
8394814	M
46184730	M
35238026	M
24664119	M
40010010	F
7781139	M
45929575	F
41974499	M
47277928	M
21373384	F
5552481	M
20657688	M
8916670	M
20026775	M
10991587	M
5699512	F
28218835	M
15175334	M
3507539	M
9490783	M
14030592	F
11765708	M
23805686	M
5120722	M
2556103	M
5727948	M
8537106	M
17835736	M
36505379	M
3132566	M
2435839	M
47517413	F
32625327	F
21927210	M
6322090	F
14620709	M
24474805	F
19421179	M
24100586	M
20022503	M
32667315	M
45593008	M
47879754	M
32335248	M
28068617	M
46836841	M
47170967	F
12436816	M
13688193	M
47548591	M
11945466	M
47895414	M
2121662	M
5773030	M
21892954	F
12116303	F
32361385	M
19562962	F
48427552	F
7026348	M
17970	M
18574121	F
11585029	M
12693660	M
37217498	M
22329124	M
8275257	M
13309669	M
28104358	M
40681727	M
47420124	M
2163515	F
14143152	M
13787782	M
7221697	M
38025547	M
28784858	M
32914246	F
6180624	M
9593247	M
31163557	F
5942872	M
1000450	M
20339653	M
40881281	M
2955762	M
18400806	M
18232666	M
15739176	M
26014231	F
3533556	M
7622794	M
14241532	M
9961487	M
8886717	M
14918692	M
45594647	M
6859047	M
10867730	M
7053558	F
41827227	F
2229463	M
36952387	M
12735081	M
30714659	M
29474203	M
11599732	F
10342508	F
27419635	M
21915787	M
25951148	M
5610519	M
5086917	M
5598016	M
15513336	M
6874863	M
20975080	F
25495949	F
7664094	F
31450201	M
8482260	M
14270919	F
2141534	M
6352868	M
9674741	M
18912476	F
11027228	M
27150217	M
25330769	F
13742447	M
5704564	M
20187533	M
6934593	M
5950188	M
2246769	F
11137904	M
9724469	M
3094280	F
40795734	M
17999490	M
37927927	M
22140702	M
7563241	M
11084340	F
13711756	F
47426923	M
5454571	M
13299855	F
11691262	M
19668392	F
3653458	F
11220610	M
6224447	M
21515161	M
6970934	M
7625080	M
19259002	F
13442617	M
6029934	M
13329073	M
3341601	F
7263543	F
39839546	M
45802556	M
27711734	M
36924702	F
41435652	F
30952753	F
39246492	M
8141831	M
5043332	M
20856644	M
2095747	M
7720234	M
17760565	M
35938418	F
2096336	F
11078499	F
21463023	M
3627209	M
21495596	M
27533869	M
11393193	M
31543523	M
2161358	M
40859372	M
19807846	M
30529825	M
9411946	M
9930040	M
5810176	M
25677662	M
13567473	M
5576920	M
33221034	F
35870257	M
46785012	F
2388381	M
13733851	F
49408101	M
6294182	M
13923102	M
42745958	M
48549842	M
7097457	M
16351165	M
8747539	M
26609791	M
5982036	F
5014487	F
31675154	F
26115138	F
10324133	F
8162392	F
46108228	M
4630983	M
5592446	F
3946632	F
7870546	M
47477874	F
28598428	M
12096451	M
37244811	M
4078927	F
48978343	M
34261225	F
8347537	M
6856320	M
2912999	M
6203857	M
27057400	M
20944860	F
45801793	M
14241243	M
7561957	M
45410467	M
42720323	F
41909551	M
3881783	M
5791099	M
2818684	M
48593192	M
2948628	M
46880125	F
14147629	M
41078534	M
16198360	M
40917746	M
40815950	F
3022006	M
4959174	F
10078794	F
45445111	F
40524896	M
7454480	M
46953783	M
6566712	M
16474738	M
7703203	M
9923581	M
15289360	M
2230989	F
20992684	M
36261812	M
36415548	F
10053550	M
39940657	F
29403191	F
19221362	M
3627498	M
9387215	M
47083297	M
34231093	M
10476482	M
28452640	M
4021036	M
10317771	M
7619940	M
6174161	F
9425358	M
32504999	M
18513027	F
17203044	M
17911762	M
20949769	M
7828408	F
29156649	F
16158150	M
8718324	M
34259950	F
5168171	F
9496312	F
11821068	M
12252401	F
40019814	M
2606786	M
25049547	F
9491083	M
11121987	F
13035347	M
15052565	M
8354831	M
39528898	M
31795966	M
13328410	M
7702341	F
41507561	M
43113367	F
34778522	M
13772764	M
27338133	M
10860132	M
19200771	F
24176437	F
47433870	M
45565459	F
20204046	F
47520143	M
26046815	F
7685887	F
2207841	M
17461769	F
6551295	M
42404338	M
5119565	M
28152674	F
14001627	F
22657532	F
6940262	F
5257056	F
4155410	F
13929655	M
33889959	M
20983964	F
2195865	M
4915197	M
5425906	M
11251805	M
3289777	M
6773100	M
10980926	M
4413374	M
11193021	F
16968415	F
31249482	M
11998345	F
10439381	M
26851240	F
34205048	M
2460814	M
48025921	M
41585888	M
45333761	F
22320400	M
2023686	M
5460097	M
5099959	M
3513141	M
47927246	M
13496133	M
2178696	M
4468161	M
39203701	F
35513645	F
27574068	F
3621267	M
11371779	M
11359996	M
4120018	M
27314574	F
11483666	M
4300463	M
47874227	M
28450559	M
6134197	M
15398170	M
25783591	M
39617546	F
5515468	M
28755352	M
9067758	M
37386478	F
13387714	M
2582150	M
42276226	M
18613493	M
18917503	F
40927815	F
15508439	F
2222773	F
40811257	M
6844209	M
39422520	M
14785329	M
26781613	M
17217616	F
6895840	F
10330295	M
7295098	M
6083655	M
11448605	M
13860933	F
30736620	F
34481214	M
5779846	F
20399262	M
48508223	M
13047080	M
41256602	M
7647803	F
45696165	M
14408594	M
7156731	M
37752398	M
8740851	F
9278212	F
25641164	M
13754065	M
5558180	F
4284129	M
34522997	M
10605224	M
28702199	M
29836244	F
9835838	M
11389294	F
43059948	M
29338929	M
2678377	F
34064295	M
7616651	M
19848482	M
7277366	M
6916046	M
15219431	F
6152496	M
29209254	M
8042250	F
9113536	M
17443204	F
7970363	M
46712573	M
8328766	M
5119462	M
27291183	M
4952001	M
41605025	M
27741749	F
37059317	M
40231337	F
13297768	M
8133873	M
10031599	F
9972820	F
48277538	M
11398149	M
7817422	M
12628299	M
29156118	F
3383299	M
12389881	M
19631333	M
4320008	M
5443242	F
10916695	M
18757842	M
30261181	F
9349998	M
10364360	M
11458254	M
20226006	F
7125895	M
5367368	M
27226968	M
9680054	M
18597354	M
14211525	M
19863934	M
18541122	M
45316410	M
7635079	M
11818132	F
33469700	F
12020075	M
8024092	M
19320980	M
47973588	M
9912500	M
27954860	F
4901637	M
13818257	M
39113332	M
13988851	F
6894160	M
11508295	M
6202590	M
48273342	M
45340346	M
36485444	M
4549635	M
5840116	M
11530676	M
8095184	M
21886655	M
29335500	F
35276887	M
11139471	M
48800132	F
2501084	M
19329843	M
9451212	M
7617683	M
9240806	F
5888416	M
6176007	M
6172870	F
33628239	M
37771655	M
15052366	M
46645979	M
3381464	M
39854523	M
12799066	M
6608060	M
34983920	M
5488699	M
19521745	M
33400125	M
5583704	M
16397587	M
46382785	M
7017267	M
5321942	F
45864693	M
38346727	F
13898459	F
18515723	M
16679613	F
35931900	F
16210686	M
3425515	M
12423250	M
17898067	M
10510947	F
2617618	F
28145423	F
27852391	F
18097867	F
31573320	F
39867116	M
20884472	M
9752501	M
31738875	F
33653466	M
46759335	M
7230175	M
6851511	M
14391090	F
4868498	M
33983274	F
6836154	M
13007927	F
18332201	M
13403608	F
22391894	F
5138106	F
47136625	M
14307001	M
23035368	M
37469092	M
4933688	M
37053648	M
7636339	M
48793179	M
48535104	F
35249658	F
33067965	F
26474931	F
21179133	M
7064438	M
25448334	M
42828934	F
24257008	M
5627289	M
8163889	M
40452223	M
22350873	M
22119623	M
26864029	M
46895431	M
6052740	F
48590299	F
32695180	F
30245633	M
11874033	M
8241823	M
7671712	M
43082257	M
7653788	F
34005695	M
33636980	M
35651341	M
40729755	M
25785708	M
2046671	M
40726207	M
26683029	M
31513491	M
30589878	M
17525840	F
11235872	M
6677442	F
30284644	M
47490363	M
9740994	M
9848795	M
40698928	F
15253489	M
30295531	F
13961304	M
6265637	M
9993552	M
10254600	F
19069383	M
9230277	M
21514271	M
47943103	M
27893022	M
8006816	M
41693536	M
23439531	M
12141596	M
3057318	M
47875128	M
8955473	F
46841597	F
16277453	M
10706893	M
34139436	M
5174209	M
14211164	M
39583021	M
31944989	M
28609926	F
7378845	M
49566654	M
48793540	M
10388307	F
46905213	M
15927712	M
41493462	M
38383619	M
35566771	F
28556666	M
25133507	F
49424658	F
40069447	M
36426602	M
48747120	M
42931945	M
17289882	M
34983808	M
33709764	M
21822664	M
47329305	M
46061793	M
5518093	M
18929551	M
2334363	M
37158418	F
14545021	M
30842783	M
13896140	M
9943753	M
40760985	M
10225969	M
49415358	M
15311149	F
20235575	M
30364431	M
14064044	M
36862085	M
43071207	F
21894810	F
47617753	M
28055267	F
21464352	M
18336965	M
17720421	M
37881021	M
7268750	M
24465581	M
45989904	M
5324024	M
36581023	M
33411841	F
32717754	M
8747576	M
47158863	M
9780724	M
48375713	M
11764606	M
5230248	F
48788243	M
49928783	F
49557113	M
35716799	F
17681395	M
46044913	F
34865187	F
9412200	M
5467246	M
42141181	M
12687234	M
6479643	M
1009181	M
49980755	M
33793589	M
34115255	F
46881175	M
4889197	M
45773886	M
32134065	F
48701494	F
21428957	F
48297373	F
3388410	M
5497167	M
5687186	M
48674149	F
47758247	M
48145138	M
49869336	M
33375493	M
35405787	M
45972570	F
49508043	M
47508116	M
45947564	M
29511002	F
29455328	F
10595200	M
49355846	M
48668401	F
12184246	M
18729029	M
8315173	M
21684899	M
2417472	M
20059531	F
49458333	M
28549377	M
49708734	F
30573259	F
17440094	M
48990959	F
37794249	M
47205198	F
40232417	M
7190958	F
21549621	M
33576499	M
4408979	M
38567079	M
46656595	F
41452841	F
24949662	M
45821710	M
11473152	F
47835100	M
12085521	M
48793658	M
31757266	F
46606114	F
8029850	M
49261442	M
47595313	F
30271948	M
15321389	F
41212157	M
46858859	M
48855573	M
49953281	M
25638616	M
38080977	F
23670083	M
37605936	M
42174143	M
6146447	M
22151011	M
6207586	M
47805263	F
48894124	M
49495806	M
40971723	M
7268182	M
37808782	M
12656772	M
33018331	M
5583977	F
14353926	M
5355313	F
36734436	M
39992307	M
25634096	M
29032511	M
19937664	F
45494060	F
40042419	M
30342185	M
46376510	M
39822944	M
48731075	M
29638042	M
29430857	M
49187488	F
49362955	M
45372235	F
39160809	M
32165589	M
3042904	M
47696990	M
9062863	M
31164891	M
32840993	M
11133419	M
33427472	F
12255763	M
43036941	M
2072651	M
34134325	M
34617641	M
27480663	M
12742848	F
17183761	M
46733194	F
48905355	M
42876606	M
45349398	M
48815210	F
12552746	F
45502635	M
6186807	M
46684694	M
14797081	F
40803814	M
45509802	F
34349109	M
42439570	M
5219484	M
47824827	M
16117548	M
49103717	F
39936691	F
46969310	M
45545410	M
34674442	F
39807377	M
11167168	F
40635313	M
47271748	F
43085673	F
39698765	M
40766248	M
49055877	F
22230596	M
30518357	F
48901082	M
38742657	F
49653420	F
2733694	M
45154725	F
48874299	M
14140865	M
45455971	M
16005399	M
8644714	M
29579716	M
48136497	M
48043038	M
47599687	F
49186577	M
42073954	M
8781173	F
7150830	M
39631524	M
49518843	M
18283885	M
49028785	M
14403448	M
4053977	M
17316490	M
49685548	M
18236972	M
49154708	F
36268839	M
10982495	M
42486088	F
14258251	M
36744301	M
21212664	F
49697295	M
32398019	F
48884533	M
33059935	F
37221922	M
47551179	F
48784210	M
10723104	M
48433378	M
6296953	F
49761787	F
42673465	F
31261975	M
3484317	F
13828470	F
32145350	M
46138224	M
47339450	F
50056986	M
41441950	F
40157330	M
23654608	F
37547470	M
6053062	M
29773737	M
9619828	M
47179374	M
49129292	M
49365435	M
23501512	M
11111717	M
39734160	M
11238844	M
3421668	M
22398362	M
37630173	M
48757354	M
32350213	M
41211235	F
25614455	M
21336582	M
49523076	M
28453650	M
49591760	F
10645662	F
27592867	F
5369937	M
15613501	M
20296527	M
5611217	M
49626652	F
49758640	M
49023554	F
41265252	M
47675704	F
47499778	M
49688683	M
49596307	F
49384260	M
35819649	M
6848403	F
34430529	M
5142818	M
49240570	M
14457766	F
49634213	M
21825696	M
26636858	F
22822715	M
48700951	M
33508095	F
28635026	M
5880437	M
4533246	M
45869259	F
47974864	F
49768122	M
49220243	F
49104351	M
49798974	M
49404152	M
6543393	M
49148022	F
27022399	F
10415547	M
48719221	F
48607681	M
37470119	M
18649882	M
47051632	F
49534580	M
21477839	F
15849474	M
48313361	F
31799651	F
20973060	M
49786229	M
48719691	M
33004972	M
15241803	M
42128493	M
26745043	F
42454465	M
49533590	F
49046858	M
48466537	M
48983481	M
49562250	M
41802712	F
14888498	M
49519267	F
48582206	F
47574621	M
